"ds_owner","hemisphere","id","gender","age_group","handedness","education","color_blindness","hours_sleep","art_light_r_w","light_dir_r_s","photo_training","carto_gis_training","geovis_3d_training","satellite_training","photo_exposure","carto_gis_exposure","geovis_3d_exposure","satellite_exposure","mask","circle_below","circle_above","shapes_01","shapes_02","shapes_03","shapes_04","shapes_05","shapes_06","shapes_07","shapes_08","shapes_09","shapes_10","q10_r000_0","q10_r000_270","q10_r000_292_5","q10_r000_315","q10_r000_337_5","q20_r045_0","q20_r045_270","q20_r045_292_5","q20_r045_315","q20_r045_337_5","q30_r090_0","q30_r090_270","q30_r090_292_5","q30_r090_315","q30_r090_337_5","q40_r135_0","q40_r135_270","q40_r135_292_5","q40_r135_315","q40_r135_337_5","q50_v000_0","q50_v000_270","q50_v000_292_5","q50_v000_315","q50_v000_337_5","q60_v045_0","q60_v045_270","q60_v045_292_5","q60_v045_315","q60_v045_337_5","q70_v090_0","q70_v090_270","q70_v090_292_5","q70_v090_315","q70_v090_337_5","q80_v135_0","q80_v135_270","q80_v135_292_5","q80_v135_315","q80_v135_337_5"
"v","southern",86,"m","20-29","r","bachelor","no","6-7","overhead","b,c,d,m",5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1
"v","southern",87,"m","20-29","r","bachelor","no","6-7","overhead","b,c,d,f,l,m",4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,1,1,5,5,1,5,5,5,1,1,5,5,1,1,1,5,5,5,1,1,5,1,1,1
"a","southern",1,"m","20-29","l","bachelor","No","6-7","overhead light","b,c,d,f,m",5,2,4,5,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,5,4,5,1,5,5,5,5,4,5,5,5,5,2,4,5,4,2,5,5,2,2,1,5,1,1,1,1,4,4,1,1,1,1,1,2,1
"a","southern",2,"f","20-29","r","high_school","No","7-8","overhead light","a,b,c,d,e,f,g,h,i,j,k,l,m",3,5,3,3,"never",NA,"never","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,5,5,5,5,5,2,5,5,5,5,4,4,5,5,2,1,1,1,1,1,1,1,5,5,2,2,2,2,5,2,2,2,5,1
"a","southern",3,"m","20-29","r","bachelor","No","7-8","desktop light","f,g,h,i,j",3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"a","southern",4,"m","20-29","r","bachelor","No","7-8","overhead light","c,j,m",4,5,3,5,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"a","southern",5,"m","20-29","r","bachelor","No","6-7","overhead light","a,b,c,f,i,l,m",4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,2,4,5,5,5,4,5,5,4,4,4,5,4,1,5,4,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,5,2,1,1
"a","southern",6,"m","30-39","r","master","No","7-8","both","c,g",1,1,1,4,"never","never","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,4,4,4,2,4,3,4,4,4,4,2,5,4,4,1,2,2,2,2,1,2,2,1,1,4,2,2,4,2,1,5,5,2,2
"a","southern",7,"f","20-29","r","bachelor","No","5-6","overhead light","b,c,d,f,g,k,m",1,3,1,1,"never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,3
"a","southern",8,"m","30-39","r","bachelor","Yes","6-7","overhead light","b,c,d,f,m",3,5,4,5,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,1,1,1,4,1,1,1,1,4,1,1,1,1,5,1,1,1
"a","southern",9,"m",NA,"r","high_school","No","7-8","desktop light","c,f,g,l",4,5,1,3,NA,NA,"never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,4,4,5,3,5,5,5,3,4,4,4,5,5,5,4,4,4,1,5,1,1,1,1,1,1,1,3,1,1,5,1,1,1,5,2,3,1
"a","southern",10,"m","20-29","r","bachelor","No","7-8","desktop light","c,j,l",1,4,4,3,"never","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
"a","southern",11,"f","40-49","b","master","No","4-5","overhead light","c,l,m",2,2,2,2,"daily","daily","daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"a","southern",12,"f","20-29","r","bachelor","No","7-8","overhead light","b,c,d,f,m",1,1,1,1,"never","never","never","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,4,4,1,5,5,5,5,3,5,5,5,5,2,5,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1
"a","southern",13,"f","20-29","l","bachelor","No","7-8","desktop light","c,e,g,l,m",3,3,1,1,NA,NA,NA,"never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,1,1,1,1,5,1,1,1,5,1,1,1,1,5,5,1,1
"a","southern",14,"f","20-29","r","master","No","4-5","overhead light","c",1,3,1,1,NA,"never",NA,"never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,5,5,5,5,5,5,5,3,4,5,5,5,2,4,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1
"a","southern",15,"m","30-39","l","bachelor","No","7-8","overhead light","m",4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,2,1,2,2,2,2,2,2,2,4,2,2,1,2,4,2,2,4,1,1
"a","southern",16,"f","30-39","r","master","No","7-8","both","a,b,c,d,e,f,g,h,i,j,k,l,m",1,1,1,1,"daily","daily",NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,5,5,5,5,5,1,5,5,5,5,5,4,5,4,3,5,5,5,2
"a","southern",17,"m","40-49","r","master","No","5-6","overhead light","b,c,d,f,g",4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,4,5,1,4,5,5,4,2,4,4,4,4,2,5,4,5,1,5,5,1,1,1,5,5,4,2,1,4,3,2,2,2,5,5,4,3
"a","southern",18,"f","40-49","r","master","No","7-8","overhead light","b,c,d",1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,5,4,2,4,4,4,4,3,4,4,4,5,4,4,4,4,2,5,1,1,1,1,1,1,1,1,3,2,2,1,3,2,1,2,2,2
"a","southern",19,"m","60-69","l","master","No","6-7","overhead light","c,g",2,5,2,2,"daily",NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1
"a","southern",20,"m","30-39","r","bachelor","No","6-7","overhead light","m",4,2,2,2,NA,NA,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
"a","southern",21,"f","40-49","r","master","No","5-6","both","h,i",2,2,2,2,NA,NA,"daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,5,1,1,5,4,5,5,1,5,5,5,5,1,1,3,5,1,5,5,1,1,1,5,5,5,4,1,3,1,1,1,1,5,5,4,1
"a","southern",22,"m","20-29","r","bachelor","No","7-8","overhead light","c,d",4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,2,2
"a","southern",23,"m","20-29","r","master","No","7-8","both","b,c,d,e",2,2,5,2,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,5,5,2,1
"a","southern",24,"m","40-49","r","bachelor","No","more_than_8","desktop light","h,m",5,2,2,5,"daily","daily","daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"a","southern",25,"m","60-69","b","master","No","7-8","desktop light","g",5,2,5,5,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1
"a","southern",26,"f","20-29","r","master","No","7-8","both","c,l,m",4,4,1,3,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,5,2,1
"a","southern",27,"m","30-39","r","master","No","more_than_8","overhead light","c",1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,5,4,5,5,5,5,5,5,4,5,5,4,4,2,5,5,5,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,3,5,2,1
"a","southern",28,"m","30-39","l","master","Yes","4-5","both","c",2,2,2,2,NA,"daily","daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,4,2,1
"a","southern",29,"f","40-49","r","master","No","7-8","desktop light","a,c,e",1,2,3,3,NA,"daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
"a","southern",30,"f","40-49","r","master","No","more_than_8","overhead light","b,c,d,f,m",5,3,1,1,"daily","daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
"a","southern",31,"m","50-59","r","master","No","7-8","overhead light","g,h,k,l,m",4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,2,2
"a","southern",32,"m","20-29","r","bachelor","No","7-8","overhead light","c,h,m",1,3,3,1,NA,NA,NA,"never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,4,5,2,4,5,5,5,4,5,5,5,5,1,1,4,5,1,4,1,1,1,1,5,1,1,1,1,2,1,1,1,1,5,4,3,1
"a","southern",33,"m","20-29","r","bachelor","No","6-7","none","b,g",3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,4,5,5,5,4,5,5,5,5,4,5,4,5,4,2,4,2,5,1,1,1,1,4,1,1,1,2,4,1,1,2,2,5,1,1,1
"a","southern",34,"m","20-29","r","high_school","No","7-8","overhead light","c,f",4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,5,4,4,5,5,5,4,4,5,3,4,4,5,4,5,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,5,2,2,1
"a","southern",35,"m","20-29","l","bachelor","No","5-6","desktop light","b,c,f,m",1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1
"a","southern",36,"m","20-29","r","bachelor","No","7-8","desktop light","c",3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,4,5,5,4,2,4,5,1,1,1,5,4,2,1,1,1,1,2,1,1,5,5,2,1
"a","southern",37,"m","10-19","r","bachelor","No","5-6","overhead light","b,c,d,h,j",3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,5,4,5,5,4,3,4,4,4,4,5,4,4,4,2,1,3,2,2,2,2,1,1,1,3,2,2,2,3,2,2,2,2,2
"a","southern",38,"m","20-29","r","bachelor","No","7-8","overhead light","a",3,4,4,4,NA,"daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2
"a","southern",39,"m","10-19","r","high_school","No","7-8","overhead light","b,c,d,f",3,3,1,1,"never",NA,"never","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2
"a","southern",40,"m","50-59","r","bachelor","No","7-8","desktop light","c,g",3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,5,5,5,2,1,5,2,4,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,3,1,5,1,1,5,1,1,1
"a","southern",41,"m","20-29","r","bachelor","No","4-5","desktop light","b,c,d,f,m",1,3,1,3,"never","never","never","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,5,5,5,4,4,4,4,1,4,4,4,5,2,5,5,5,1,1,5,1,1,2,4,4,4,4,4,5,1,1,4,1,5,2,2,4
